area_id,address,measurement_type,target_type,target,number,total_number,total_area
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,pharmacy,4,4,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,cinema,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,courthouse,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,fire_station,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,police,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,collage,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,university,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,parking,0,0,29845.75977915636
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,hospital,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,landuse,residential,0,0,2465179.152065336
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,landuse,forest,0,0,33595.5335761141
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,railway,station,2,2,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,leisure,playground,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,leisure,stadium,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,leisure,marina,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,leisure,park,0,0,3940.360953465104
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,leisure,sports_hall,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,tourism,museum,0,0,0.0
3609078111,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,tourism,theme_park,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,library,1,1,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,school,23,23,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,ferry_terminal,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,clinic,4,4,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,dentist,2,2,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,pharmacy,9,9,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,cinema,1,1,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,courthouse,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,fire_station,1,1,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,police,1,1,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,collage,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,university,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,parking,0,0,158435.8465912725
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,hospital,0,0,19350.61397901812
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,landuse,residential,0,0,2512224.3630583156
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,landuse,forest,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,railway,station,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,leisure,playground,11,11,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,leisure,stadium,1,1,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,leisure,marina,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,leisure,park,0,0,528380.4530305511
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,leisure,sports_hall,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,tourism,museum,0,0,0.0
3609363902,"Yenişehir Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,tourism,theme_park,0,0,12065.839486679994
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,library,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,school,8,8,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,ferry_terminal,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,clinic,1,1,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,dentist,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,pharmacy,1,1,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,cinema,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,courthouse,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,fire_station,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",number,amenity,police,1,1,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,collage,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,university,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,parking,0,0,0.0
3608866766,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",area,amenity,hospital,0,0,0.0
