ILI,ILCESI,MAHALLESI,DAIRE_YASAL_M2,KAT_NO,BINA_YASI,KAT_ADEDI,İNŞAAT_SEVİYESİ,ASANSÖR,DAIRE_SALON,DAIRE_MUTFAK,DAIRE_ODA,DAIRE_BANYO,ADRES,DOLAR,TÜFE_KONUT,TÜFE_KİRA,TÜFE_KONUTBAKIM,TÜFE_KONUTLAİLGİLİ,TÜFE,ÜFE,KONUT_FAİZ,CAM,KİL,ÇİMENTO,METAL,KFE,KFB,cinema,clinic,dentist,ferry_terminal,fire_station,library,pharmacy,playground,police,school,stadium,station,forest,hospital,park,parking,residential
0,0,14,87.0,4,41,7,100,0,1,1.0,2,1,14,13.6123,828.85,675.49,1161.97,555.02,799.93,1210.6,17.7975,951.31,1115.71,1161.78,1609.27,289.6,13835.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,78.0,1,4,9,100,1,1,1.0,2,2,14,13.7849,828.85,675.49,1161.97,555.02,799.93,1210.6,17.7975,951.31,1115.71,1161.78,1609.27,289.6,13835.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,112.0,3,18,5,100,0,1,1.0,3,1,14,13.8854,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,105.0,0,10,6,100,0,1,1.0,3,1,14,14.7624,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,80.0,1,9,6,100,1,1,1.0,2,1,14,14.7624,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,106.0,2,10,6,100,0,1,1.0,3,1,14,14.6609,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,74.0,4,6,12,100,1,1,1.0,2,1,14,14.7289,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,75.0,1,6,6,100,1,1,1.0,2,1,14,14.7213,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,195.0,3,17,5,100,0,1,1.0,5,2,14,14.6605,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,72.0,1,6,7,100,1,1,1.0,2,1,14,15.7886,927.17,715.5,1320.39,696.54,931.76,1548.01,18.42,1209.48,1661.11,1748.87,1956.13,396.6,19605.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,16,42.0,1,5,9,81,1,1,1.0,1,1,16,6.5154,496.96,538.69,467.08,374.64,450.58,468.69,11.4025,382.86,499.48,395.87,674.77,111.2,5223.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,112.0,8,22,10,100,1,1,1.0,3,1,16,6.5864,496.96,538.69,467.08,374.64,450.58,468.69,11.4025,382.86,499.48,395.87,674.77,111.2,5223.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,72.0,3,6,10,100,1,1,1.0,2,1,16,6.9708,495.39,540.94,469.88,368.52,454.43,474.69,11.7225,392.1,501.08,394.39,703.76,113.1,5255.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,80.0,5,5,9,88,1,1,1.0,2,1,16,7.2209,497.06,543.35,471.91,366.55,460.62,482.02,11.234,396.6,508.0,392.97,707.6,117.6,5417.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,70.0,2,1,8,100,1,1,1.0,2,1,16,6.7714,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,135.0,0,17,8,100,1,1,1.0,3,2,16,6.7828,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,70.0,0,26,10,100,1,1,1.0,2,1,16,6.7827,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,108.0,7,16,9,100,1,1,1.0,3,1,16,6.7827,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,91.0,0,15,5,100,1,1,1.0,3,1,16,6.8142,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,87.0,2,7,7,100,1,1,1.0,3,1,16,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,81.0,6,15,9,100,1,1,1.0,2,1,16,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,44.0,3,16,10,100,1,1,1.0,1,1,16,6.844,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,87.0,1,6,8,100,1,1,1.0,2,1,16,6.8434,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,122.0,1,8,6,100,1,1,1.0,3,2,16,6.8417,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,75.0,3,19,8,100,1,1,1.0,2,1,16,6.8422,505.21,551.94,481.76,382.14,468.56,490.33,9.114,408.81,517.12,402.47,714.38,122.4,5602.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,75.0,3,10,6,100,1,1,1.0,2,1,16,6.8372,505.21,551.94,481.76,382.14,468.56,490.33,9.114,408.81,517.12,402.47,714.38,122.4,5602.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,76.0,4,12,9,100,1,1,1.0,2,1,16,6.8353,505.21,551.94,481.76,382.14,468.56,490.33,9.114,408.81,517.12,402.47,714.38,122.4,5602.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,120.0,4,13,7,100,1,1,1.0,3,2,16,6.9372,510.03,556.85,490.32,392.4,472.61,501.85,11.085,409.77,527.9,409.78,744.9,125.1,5758.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,125.0,0,17,6,100,1,1,1.0,3,2,16,6.9372,510.03,556.85,490.32,392.4,472.61,501.85,11.085,409.77,527.9,409.78,744.9,125.1,5758.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,91.0,8,7,10,100,1,1,1.0,2,1,16,7.4738,534.18,573.13,556.66,401.69,504.81,568.27,18.1925,433.61,534.27,491.9,852.53,135.2,6481.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,71.0,0,4,12,100,1,1,1.0,1,1,16,7.4367,550.29,580.19,566.53,430.42,513.3,583.38,18.388,452.18,546.29,520.48,852.11,137.2,6261.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,66.0,5,6,9,100,1,1,1.0,2,1,16,7.5952,557.45,588.44,589.09,433.88,523.53,614.93,17.735,461.74,563.6,561.1,874.39,143.2,6440.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,103.0,1,15,4,100,0,1,1.0,3,1,16,8.0514,562.76,591.93,616.64,435.26,532.32,641.63,18.134,469.87,583.02,574.49,907.82,145.3,6516.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,109.0,2,8,6,100,1,2,1.0,3,2,16,8.3554,567.03,596.17,630.41,436.71,537.05,666.79,17.835,479.33,595.91,586.79,960.37,149.3,6674.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,76.0,0,4,11,100,1,1,1.0,2,1,16,8.6066,573.7,600.78,669.06,438.31,547.48,693.54,17.9,492.9,609.89,611.73,988.09,152.7,6799.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,50.0,0,2,11,100,1,1,1.0,1,1,16,8.6319,602.77,606.68,698.29,441.97,557.36,710.61,17.934,499.35,624.85,626.67,996.22,156.8,6943.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,72.0,5,8,9,100,1,1,1.0,2,1,16,8.3229,608.49,613.76,716.74,445.45,563.6,730.28,17.8625,516.23,654.73,662.46,995.37,163.5,7270.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,115.0,1,23,6,100,1,1,1.0,3,1,16,8.4681,608.49,613.76,716.74,445.45,563.6,730.28,17.8625,516.23,654.73,662.46,995.37,163.5,7270.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,85.0,4,7,8,100,1,1,1.0,2,1,16,8.2633,622.72,621.66,735.41,468.55,570.66,741.58,17.895,518.47,668.8,670.96,1014.76,170.1,7523.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,73.0,0,8,8,100,1,1,1.0,2,1,16,8.824,622.72,621.66,735.41,468.55,570.66,741.58,17.895,518.47,668.8,670.96,1014.76,170.1,7523.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,80.0,0,8,6,100,1,1,1.0,2,1,16,8.8444,636.97,628.6,762.78,470.66,584.32,780.45,17.82,568.5,710.0,666.02,1073.49,182.4,8169.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,78.0,1,5,9,100,1,1,1.0,2,1,16,8.9996,636.97,628.6,762.78,470.66,584.32,780.45,17.82,568.5,710.0,666.02,1073.49,182.4,8169.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,78.0,4,1,8,100,1,1,1.0,2,1,16,9.4813,636.97,628.6,762.78,470.66,584.32,780.45,17.82,568.5,710.0,666.02,1073.49,182.4,8169.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,42.0,5,5,9,100,1,1,1.0,1,1,16,9.5171,656.84,636.01,832.49,474.74,604.84,858.43,17.0975,652.21,763.87,707.51,1190.85,201.6,9154.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,90.0,1,9,7,100,1,1,1.0,3,1,16,9.6848,656.84,636.01,832.49,474.74,604.84,858.43,17.0975,652.21,763.87,707.51,1190.85,201.6,9154.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,103.0,3,11,5,100,1,1,2.0,3,1,16,13.774,686.8,643.07,990.06,482.14,686.95,1022.25,17.308,694.25,873.35,856.84,1424.78,220.6,10094.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,70.0,0,6,10,100,1,1,1.0,2,1,16,13.4933,828.85,675.49,1161.97,555.02,799.93,1210.6,17.7975,951.31,1115.71,1161.78,1609.27,289.6,13835.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,65.0,5,7,9,100,1,1,1.0,2,1,16,14.7624,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,171.0,4,5,7,100,1,1,1.0,4,2,16,14.764,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,183.0,4,5,7,100,1,1,1.0,5,2,16,14.764,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,104.0,3,5,7,100,1,1,1.0,3,1,16,14.764,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,50.0,1,1,8,84,1,1,1.0,1,1,16,14.6458,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,85.0,2,16,11,100,1,2,1.0,2,1,16,14.7162,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,84.0,0,12,6,100,1,1,1.0,2,1,16,14.7068,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,95.0,1,26,9,100,1,1,1.0,3,1,16,15.7886,927.17,715.5,1320.39,696.54,931.76,1548.01,18.42,1209.48,1661.11,1748.87,1956.13,396.6,19605.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,76.0,0,6,6,100,1,1,1.0,2,1,16,15.8494,927.17,715.5,1320.39,696.54,931.76,1548.01,18.42,1209.48,1661.11,1748.87,1956.13,396.6,19605.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,86.0,5,10,7,100,1,1,1.0,2,1,16,15.8494,927.17,715.5,1320.39,696.54,931.76,1548.01,18.42,1209.48,1661.11,1748.87,1956.13,396.6,19605.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
0,0,16,160.0,3,23,5,100,1,1,1.0,5,1,16,16.267,927.17,715.5,1320.39,696.54,931.76,1548.01,18.42,1209.48,1661.11,1748.87,1956.13,396.6,19605.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2684.369798116386,6529.06414342986,367804.6980597358
