ILI,ILCESI,MAHALLESI,DAIRE_YASAL_M2,KAT_NO,BINA_YASI,KAT_ADEDI,İNŞAAT_SEVİYESİ,ASANSÖR,DAIRE_SALON,DAIRE_MUTFAK,DAIRE_ODA,DAIRE_BANYO,NIHAI_DEGERI,ADRES,DOLAR,TÜFE_KONUT,TÜFE_KİRA,TÜFE_KONUTBAKIM,TÜFE_KONUTLAİLGİLİ,TÜFE,ÜFE,KONUT_FAİZ,CAM,KİL,ÇİMENTO,METAL,KFE,KFB
İSTANBUL,PENDİK,FEVZİ ÇAKMAK,109.0,3,7,11,100,1,1,1.0,3,1,5100000.0,İSTANBUL_PENDİK_FEVZİ ÇAKMAK,6.822,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,DUMLUPINAR,128.0,2,17,7,100,1,1,1.0,3,2,4100000.0,İSTANBUL_PENDİK_DUMLUPINAR,6.822,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMLIK,104.0,4,6,10,100,1,1,1.0,3,2,6600000.0,İSTANBUL_PENDİK_ÇAMLIK,6.822,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KURTKÖY,84.0,6,4,8,100,1,1,1.0,2,2,3500000.0,İSTANBUL_PENDİK_KURTKÖY,6.822,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,FEVZİ ÇAKMAK,95.0,1,6,13,100,1,1,1.0,3,2,6000000.0,İSTANBUL_PENDİK_FEVZİ ÇAKMAK,6.822,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMLIK,77.0,7,23,9,100,1,1,1.0,2,1,2850000.0,İSTANBUL_PENDİK_ÇAMLIK,6.822,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,125.0,6,12,10,100,1,1,1.0,3,2,6800000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.822,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,78.0,4,3,7,100,1,1,1.0,2,1,3200000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.822,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,DOLAYOBA,91.0,1,4,6,100,1,1,1.0,3,1,3700000.0,İSTANBUL_PENDİK_DOLAYOBA,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ESENLER,60.0,2,14,6,100,0,1,1.0,2,1,2350000.0,İSTANBUL_PENDİK_ESENLER,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,HARMANDERE,94.0,2,4,9,100,1,1,1.0,3,2,5200000.0,İSTANBUL_PENDİK_HARMANDERE,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAYNARCA,75.0,1,13,5,100,0,1,1.0,2,1,2100000.0,İSTANBUL_PENDİK_KAYNARCA,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,102.0,5,8,11,100,1,1,1.0,2,2,4400000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,106.0,1,18,11,100,1,1,1.0,3,1,3500000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,HARMANDERE,175.0,1,24,12,100,1,1,1.0,4,2,10500000.0,İSTANBUL_PENDİK_HARMANDERE,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMLIK,382.0,1,11,3,100,1,1,1.0,7,3,21000000.0,İSTANBUL_PENDİK_ÇAMLIK,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,85.0,1,4,10,100,1,1,1.0,3,1,3450000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,DUMLUPINAR,70.0,3,12,6,100,0,1,1.0,2,1,2600000.0,İSTANBUL_PENDİK_DUMLUPINAR,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,DOLAYOBA,75.0,1,16,7,100,1,1,1.0,2,1,2200000.0,İSTANBUL_PENDİK_DOLAYOBA,6.8254,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,86.0,4,6,12,100,1,1,1.0,3,1,3300000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KURTKÖY,75.0,2,9,7,100,1,1,1.0,2,1,3500000.0,İSTANBUL_PENDİK_KURTKÖY,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMÇEŞME,46.0,5,10,10,100,1,1,1.0,1,1,2100000.0,İSTANBUL_PENDİK_ÇAMÇEŞME,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,66.0,1,18,5,100,0,1,1.0,2,1,1600000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMLIK,120.0,5,6,10,100,1,1,1.0,2,3,7000000.0,İSTANBUL_PENDİK_ÇAMLIK,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ESENLER,73.0,1,15,6,100,0,1,1.0,2,1,2000000.0,İSTANBUL_PENDİK_ESENLER,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAYNARCA,82.0,1,3,9,100,1,1,1.0,2,1,4000000.0,İSTANBUL_PENDİK_KAYNARCA,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,DUMLUPINAR,79.0,0,15,7,100,1,1,1.0,2,2,2800000.0,İSTANBUL_PENDİK_DUMLUPINAR,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMÇEŞME,75.0,3,4,11,100,1,1,1.0,2,1,3200000.0,İSTANBUL_PENDİK_ÇAMÇEŞME,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,SÜLÜNTEPE,82.0,4,6,16,100,1,1,1.0,2,2,3700000.0,İSTANBUL_PENDİK_SÜLÜNTEPE,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMÇEŞME,190.0,7,7,10,100,1,1,2.0,5,2,6250000.0,İSTANBUL_PENDİK_ÇAMÇEŞME,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,110.0,3,10,6,100,1,1,1.0,3,2,7500000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,GÜLLÜ BAĞLAR,76.0,7,6,11,100,1,1,1.0,2,1,3000000.0,İSTANBUL_PENDİK_GÜLLÜ BAĞLAR,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,AHMET YESEVİ,72.0,0,5,8,100,1,1,1.0,2,1,2500000.0,İSTANBUL_PENDİK_AHMET YESEVİ,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,70.0,2,5,11,100,1,1,1.0,2,1,2500000.0,İSTANBUL_PENDİK_YAYALAR,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMLIK,115.0,3,16,10,100,1,1,1.0,3,2,4750000.0,İSTANBUL_PENDİK_ÇAMLIK,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,78.0,6,5,13,100,1,1,1.0,2,1,3000000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,AHMET YESEVİ,43.0,8,13,15,100,1,1,1.0,1,1,1650000.0,İSTANBUL_PENDİK_AHMET YESEVİ,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,GÜZELYALI,72.0,0,16,7,100,1,1,1.0,2,1,2400000.0,İSTANBUL_PENDİK_GÜZELYALI,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,SÜLÜNTEPE,137.0,8,3,16,100,1,1,1.0,3,2,6000000.0,İSTANBUL_PENDİK_SÜLÜNTEPE,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KURTKÖY,50.0,2,8,12,100,1,1,1.0,1,1,3200000.0,İSTANBUL_PENDİK_KURTKÖY,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,71.0,5,5,7,100,1,1,1.0,2,1,3000000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.8333,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMÇEŞME,93.0,4,0,10,100,1,1,1.0,1,2,424080.0,İSTANBUL_PENDİK_ÇAMÇEŞME,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,FEVZİ ÇAKMAK,108.0,2,14,5,100,0,1,1.0,3,1,3400000.0,İSTANBUL_PENDİK_FEVZİ ÇAKMAK,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,110.0,2,27,11,100,1,1,1.0,3,1,3700000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ESENLER,64.0,3,13,14,100,0,1,1.0,1,1,2500000.0,İSTANBUL_PENDİK_ESENLER,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KURTKÖY,110.0,4,26,9,100,1,1,1.0,3,1,4350000.0,İSTANBUL_PENDİK_KURTKÖY,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,SAPAN BAĞLARI,67.0,0,4,9,100,1,1,1.0,2,1,3800000.0,İSTANBUL_PENDİK_SAPAN BAĞLARI,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAYNARCA,70.0,0,9,4,100,1,1,1.0,2,1,299950.0,İSTANBUL_PENDİK_KAYNARCA,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,FEVZİ ÇAKMAK,66.0,0,5,7,100,1,1,1.0,2,1,2700000.0,İSTANBUL_PENDİK_FEVZİ ÇAKMAK,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMLIK,51.0,3,10,7,100,1,1,1.0,1,1,2450000.0,İSTANBUL_PENDİK_ÇAMLIK,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,90.0,8,16,11,100,1,1,1.0,2,1,4500000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,67.0,9,5,13,100,1,1,1.0,2,1,3350000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ORHANGAZİ,86.0,0,4,7,100,1,1,1.0,3,1,3300000.0,İSTANBUL_PENDİK_ORHANGAZİ,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,131.0,1,4,52,100,1,1,1.0,3,2,7500000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,SAPAN BAĞLARI,96.0,2,11,9,100,1,1,1.0,3,2,5000000.0,İSTANBUL_PENDİK_SAPAN BAĞLARI,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,58.0,4,7,6,100,1,1,1.0,2,1,2700000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,DUMLUPINAR,60.0,1,6,8,100,1,1,1.0,2,1,2650000.0,İSTANBUL_PENDİK_DUMLUPINAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,93.0,0,12,7,100,1,1,1.0,3,2,5200000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,SÜLÜNTEPE,130.0,2,8,16,100,1,1,1.0,3,1,5750000.0,İSTANBUL_PENDİK_SÜLÜNTEPE,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,100.0,0,3,11,100,1,1,1.0,2,2,4600000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,115.0,0,3,11,100,1,1,1.0,2,2,5300000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,49.0,9,9,11,100,1,1,1.0,1,1,2200000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,95.0,0,3,11,100,1,1,1.0,2,2,4350000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KURTKÖY,96.0,5,9,9,100,1,1,1.0,2,2,4700000.0,İSTANBUL_PENDİK_KURTKÖY,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,VELİBABA,113.0,6,6,12,100,1,1,1.0,2,2,3800000.0,İSTANBUL_PENDİK_VELİBABA,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,112.0,7,12,12,100,1,1,1.0,3,2,5000000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,DOĞU,68.0,15,3,23,61,0,1,1.0,2,1,4550000.0,İSTANBUL_PENDİK_DOĞU,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ESENLER,160.0,4,8,6,100,1,1,1.0,6,2,5200000.0,İSTANBUL_PENDİK_ESENLER,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,95.0,4,29,11,100,1,1,1.0,3,1,3000000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KURTKÖY,92.0,1,7,11,100,1,1,1.0,2,2,3200000.0,İSTANBUL_PENDİK_KURTKÖY,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,FEVZİ ÇAKMAK,84.0,1,17,5,100,0,1,1.0,3,1,3000000.0,İSTANBUL_PENDİK_FEVZİ ÇAKMAK,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,72.0,2,5,9,100,1,1,1.0,2,1,3100000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,ÇAMÇEŞME,75.0,0,6,11,100,1,1,1.0,2,1,3250000.0,İSTANBUL_PENDİK_ÇAMÇEŞME,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,FEVZİ ÇAKMAK,68.0,4,6,7,100,1,1,1.0,2,1,3000000.0,İSTANBUL_PENDİK_FEVZİ ÇAKMAK,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YENİŞEHİR,110.0,6,29,10,100,1,1,1.0,3,1,3400000.0,İSTANBUL_PENDİK_YENİŞEHİR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,79.0,0,3,11,100,1,1,1.0,2,2,3650000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,88.0,4,3,11,100,1,1,1.0,2,2,4300000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,86.0,4,3,11,100,1,1,1.0,2,2,4200000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,95.0,5,3,11,100,1,1,1.0,2,2,4650000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,90.0,5,3,11,100,1,1,1.0,2,2,4400000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,88.0,5,3,11,100,1,1,1.0,2,2,4300000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,HARMANDERE,77.0,5,7,10,100,1,1,1.0,2,1,409640.0,İSTANBUL_PENDİK_HARMANDERE,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,91.0,5,3,11,100,1,1,1.0,2,2,4450000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,86.0,3,3,11,100,1,1,1.0,2,2,4100000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,88.0,0,3,11,100,1,1,1.0,2,2,4100000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,88.0,1,3,11,100,1,1,1.0,2,2,4100000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,79.0,1,3,11,100,1,1,1.0,2,2,3700000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,87.0,3,3,11,100,1,1,1.0,2,2,4150000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,88.0,2,3,11,100,1,1,1.0,2,2,4200000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,90.0,2,3,11,100,1,1,1.0,2,2,4300000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,114.0,2,3,11,100,1,1,1.0,3,2,5450000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,88.0,3,3,11,100,1,1,1.0,2,2,4200000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,100.0,7,3,11,100,1,1,1.0,3,2,5350000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,74.0,9,3,11,100,1,1,1.0,1,2,4150000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,93.0,6,3,11,100,1,1,1.0,2,2,4900000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,88.0,7,3,11,100,1,1,1.0,2,2,4700000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,114.0,6,3,11,100,1,1,1.0,3,2,6000000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,KAVAKPINAR,76.0,1,6,6,100,1,1,1.0,2,1,3000000.0,İSTANBUL_PENDİK_KAVAKPINAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,125.0,6,3,11,100,1,1,1.0,3,2,6550000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,100.0,8,3,11,100,1,1,1.0,3,2,5500000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,112.0,8,3,11,100,1,1,1.0,3,2,6150000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
İSTANBUL,PENDİK,YAYALAR,88.0,9,3,11,100,1,1,1.0,2,2,4950000.0,İSTANBUL_PENDİK_YAYALAR,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5
